TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,AnomalyScore,Name,Age,Address,AccountBalance,LastLogin,MerchantName,Location,Category_Food,Category_Online,Category_Other,Category_Retail,Category_Travel,SuspiciousFlag,FraudIndicator
26,52.593928648769634,1251,1641085200,2753,95.19370554798026,0.4870702896864038,1251,34,1251,1820.9385858995977,1662595200,2753,2753,0,0,1,0,0,0,0
27,20.48932094343152,1960,1641088800,2301,77.5092196540028,0.4227359977610908,1960,34,1960,9934.498596865016,1723852800,2301,2301,0,0,1,0,0,0,0
28,12.397442736592344,1187,1641092400,2914,51.77113770450813,0.838064383449069,1187,46,1187,4845.969183660771,1657065600,2914,2914,0,1,0,0,0,0,0
29,25.334803493141827,1121,1641096000,2322,73.08040768249539,0.4633405713676668,1121,23,1121,4584.987687518285,1651363200,2322,2322,0,0,1,0,0,0,0
30,70.07512697850342,1117,1641099600,2932,83.8842181328395,0.6466000102947055,1117,52,1117,7288.036637655037,1651017600,2932,2932,0,0,0,1,0,0,0
31,92.6193029775784,1475,1641103200,2951,59.9638046074686,0.0286451504049212,1475,25,1475,2805.3119964226125,1681948800,2951,2951,1,0,0,0,0,0,0
32,77.7269441692719,1993,1641106800,2313,64.82555289198555,0.1139557066719609,1993,60,1993,8330.438296145094,1726704000,2313,2313,0,1,0,0,0,0,0
33,59.3509900357369,1030,1641110400,2693,16.31638922256401,0.7904919847795615,1030,54,1030,3767.55788843177,1643500800,2693,2693,0,0,1,0,0,0,0
34,61.34763595275774,1116,1641114000,2686,74.89233384628318,0.496141397087933,1116,22,1116,3038.909606871837,1650931200,2686,2686,0,0,0,1,0,0,0
35,60.47401632791208,1676,1641117600,2173,63.48108383812917,0.0234248603939667,1676,38,1676,7624.565426838614,1699315200,2173,2173,0,1,0,0,0,0,0
36,42.20773347952953,1547,1641121200,2674,55.0748944700021,0.1056184269218054,1547,31,1547,6742.168051456645,1688169600,2674,2674,0,0,0,1,0,0,0
37,71.26856791663724,1527,1641124800,2832,15.85588970150042,0.1173613685668951,1527,59,1527,3545.727576422631,1686441600,2832,2832,1,0,0,0,0,0,0
38,46.214982406953474,1087,1641128400,2967,35.25955889294103,0.682579996111541,1087,28,1087,2934.8098384758123,1648425600,2967,2967,0,0,0,1,0,0,0
39,14.63168948637222,1207,1641132000,2201,53.30527210965001,0.9384845538305628,1207,38,1207,5655.630625853387,1658793600,2201,2201,0,0,1,0,0,0,0
40,80.53777562959479,1038,1641135600,2995,89.31329987617828,0.5326091267272046,1038,62,1038,5402.920850264518,1644192000,2995,2995,0,0,1,0,0,0,0
41,47.874851353915766,1800,1641139200,2596,13.156789554321756,0.3194777655854669,1800,58,1800,6631.372808065945,1710028800,2596,2596,0,0,1,0,0,0,0
42,85.10981610829299,1510,1641142800,2518,39.31008128591371,0.2149458399121594,1510,53,1510,7685.510723404021,1684972800,2518,2518,0,0,0,1,0,0,0
43,55.81926585658818,1104,1641146400,2910,62.40210028810944,0.5672705382841227,1104,52,1104,1693.073845531838,1649894400,2910,2910,0,1,0,0,0,0,0
44,86.97191973785533,2000,1641150000,2423,88.11638357233643,0.7663300041347579,2000,42,2000,4853.024379784787,1727308800,2423,2423,1,0,0,0,0,0,0
45,69.75758075212585,1644,1641153600,2364,29.203181435601817,0.7076318867164036,1644,51,1644,3307.317156281388,1696550400,2364,2364,0,1,0,0,0,1,0
46,79.35791579481321,1238,1641157200,2274,15.0314207539817,0.9923378496402676,1238,38,1238,8228.897853132457,1661472000,2274,2274,0,1,0,0,0,0,0
47,72.74250983074938,1759,1641160800,2639,64.0550437068745,0.531697063932589,1759,33,1759,6608.386988413693,1706486400,2639,2639,1,0,0,0,0,0,0
48,17.6405694778187,1994,1641164400,2233,37.31484596425175,0.0322402678558125,1994,63,1994,8791.304688526334,1726790400,2233,2233,0,0,0,0,1,0,0
49,30.793728080558463,1752,1641168000,2239,11.93959323128237,0.0061201141369274,1752,46,1752,6552.420255282427,1705881600,2239,2239,0,0,1,0,0,0,1
50,61.35297940106928,1415,1641171600,2946,17.91599331862236,0.0447252918925693,1415,57,1415,9258.31269753691,1676764800,2946,2946,0,1,0,0,0,0,0
51,42.07616320785515,1044,1641175200,2638,28.42012347274126,0.9181560081146742,1044,22,1044,5084.274000658554,1644710400,2638,2638,0,0,0,1,0,0,0
52,90.81333790562653,1374,1641178800,2770,95.91411492767848,0.0555455780239428,1374,47,1374,2897.001043526318,1673222400,2770,2770,0,0,0,1,0,0,0
53,42.08401695356378,1345,1641182400,2262,44.00543975418234,0.5687201877502441,1345,52,1345,7264.807041213747,1670716800,2262,2262,1,0,0,0,0,0,0
54,87.77609114158098,1680,1641186000,2920,39.083675731208,0.1116274550577005,1680,43,1680,1308.3817367590414,1699660800,2920,2920,0,1,0,0,0,0,0
55,62.13088122838467,1043,1641189600,2312,79.91319162474862,0.6294201752731601,1043,25,1043,8236.476448026788,1644624000,2312,2312,0,0,1,0,0,0,0
56,83.1517552203441,1611,1641193200,2292,99.39547482554184,0.5047562252447003,1611,21,1611,3612.869037587848,1693699200,2292,2292,0,0,0,1,0,0,0
57,49.723786313021925,1704,1641196800,2082,98.02129252071374,0.7124860792029184,1704,23,1704,1670.4930903743175,1701734400,2082,2082,0,0,0,0,1,0,0
58,13.081741283544147,1405,1641200400,2921,85.97846399845285,0.6232913655459015,1405,59,1405,9246.516979425342,1675900800,2921,2921,1,0,0,0,0,0,0
59,28.62756065487808,1161,1641204000,2033,61.369965594477215,0.6889460878176792,1161,55,1161,7545.026042634955,1654819200,2033,2033,1,0,0,0,0,0,0
60,82.91599923239106,1336,1641207600,2479,56.39017672096056,0.7012128117494796,1336,42,1336,9996.99152465927,1669939200,2479,2479,0,0,0,1,0,0,0
61,76.11459127700137,1714,1641211200,2684,52.224587954587946,0.3817522806168361,1714,36,1714,8792.09709915188,1702598400,2684,2684,0,0,0,0,1,0,0
62,66.56159118369223,1865,1641214800,2234,88.00863507425593,0.4478817547460879,1865,45,1865,4468.344079407905,1715644800,2234,2234,0,0,0,0,1,0,0
63,50.51711429707575,1702,1641218400,2286,22.41233395120337,0.7690132128559298,1702,32,1702,4756.907985455394,1701561600,2286,2286,0,0,1,0,0,0,0
64,55.162744952494926,1483,1641222000,2131,10.967550794864708,0.3391291866143247,1483,56,1483,7541.198868921577,1682640000,2131,2131,0,1,0,0,0,0,0
65,78.33451388591148,1139,1641225600,2195,74.80049283184198,0.0951938957139624,1139,21,1139,3039.5142047755826,1652918400,2195,2195,0,0,1,0,0,0,0
66,51.4144879788989,1108,1641229200,2561,16.34857049322759,0.1072906870387059,1108,33,1108,7794.946321991311,1650240000,2561,2561,0,0,1,0,0,0,0
67,81.34788954135908,1056,1641232800,2171,59.48591943885853,0.169625926112435,1056,46,1056,3507.492645445045,1645747200,2171,2171,0,0,0,1,0,0,0
68,95.23140544260824,1548,1641236400,2781,64.68870798615711,0.5467204678243731,1548,29,1548,4483.156300402189,1688256000,2781,2781,0,0,1,0,0,0,0
69,87.15831942631942,1887,1641240000,2038,40.11881406202277,0.7132956071476505,1887,40,1887,3976.339147069369,1717545600,2038,2038,0,0,0,1,0,0,0
70,78.69681169305915,1897,1641243600,2475,33.18694249951406,0.2189393885632597,1897,27,1897,2518.7388735597933,1718409600,2475,2475,0,0,1,0,0,0,0
71,23.80623682022744,1154,1641247200,2487,64.24073572319557,0.5521439297775538,1154,48,1154,5544.569288667391,1654214400,2487,2487,0,1,0,0,0,0,0
72,57.31615922446038,1286,1641250800,2495,53.91674221753586,0.1617728586912705,1286,19,1286,7665.932450291637,1665619200,2495,2495,0,1,0,0,0,0,1
73,67.92604330939866,1149,1641254400,2200,55.60426363765741,0.6860135687546838,1149,34,1149,7990.335619571962,1653782400,2200,2200,0,0,0,0,1,0,0
74,16.26344880319616,1158,1641258000,2296,95.54621197153052,0.957373586986144,1158,50,1158,5037.207239014824,1654560000,2296,2296,0,0,0,0,1,0,0
75,13.42002255353782,1606,1641261600,2872,25.73509604902587,0.7842947190605576,1606,60,1606,4152.721122244118,1693267200,2872,2872,0,0,1,0,0,0,0
76,42.76855554669151,1422,1641265200,2036,92.0899205881348,0.4885878004048138,1422,32,1422,6987.997844391333,1677369600,2036,2036,1,0,0,0,0,0,0
77,41.21158341874049,1007,1641268800,2753,66.15215047728688,0.2178905074792401,1007,33,1007,2957.760054296896,1641513600,2753,2753,0,0,0,0,1,0,0
78,58.13859005804491,1985,1641272400,2116,70.84820400902817,0.3941309112302433,1985,47,1985,3816.962495092046,1726012800,2116,2116,0,0,1,0,0,0,0
79,14.634664157422302,1776,1641276000,2203,65.46874682566187,0.6085123427185402,1776,31,1776,3715.769255207644,1707955200,2203,2203,0,1,0,0,0,0,0
80,19.137591520992626,1159,1641279600,2083,25.27309509866829,0.0255585901176547,1159,54,1159,5766.570781258057,1654646400,2083,2083,0,0,0,1,0,0,0
81,29.83486576041774,1493,1641283200,2552,54.43074953579532,0.2007991959678334,1493,44,1493,5703.042829615882,1683504000,2552,2552,0,0,0,0,1,0,0
82,38.43137755298227,1322,1641286800,2282,89.92128590628081,0.084979207388952,1322,29,1322,9411.508716680992,1668729600,2282,2282,0,1,0,0,0,0,0
83,18.110761868902294,1731,1641290400,2610,70.5533611534697,0.0148769296562688,1731,62,1731,5275.9454658434415,1704067200,2610,2610,1,0,0,0,0,0,0
84,22.97242859349798,1876,1641294000,2901,11.760532784436789,0.8500908746590535,1876,31,1876,8278.713188445914,1716595200,2901,2901,0,1,0,0,0,0,0
85,22.45289288099517,1920,1641297600,2323,47.90428072026375,0.8858380254109788,1920,33,1920,3434.612874956465,1720396800,2323,2323,0,0,0,1,0,0,0
86,70.51131966791718,1618,1641301200,2534,30.12257414785566,0.6619170473823522,1618,27,1618,6741.429339282374,1694304000,2534,2534,0,0,0,1,0,0,0
87,78.55221406635722,1054,1641304800,2586,59.06169368651467,0.7086399710261254,1054,27,1054,2873.839987462341,1645574400,2586,2586,0,0,0,1,0,0,0
88,35.601241841950866,1886,1641308400,2882,61.030450747630056,0.0365564379848128,1886,37,1886,9467.31225148779,1717459200,2882,2882,0,0,0,0,1,0,0
89,26.00722367933592,1071,1641312000,2055,77.76328614592758,0.4402907533266011,1071,64,1071,4962.283526863032,1647043200,2055,2055,0,0,0,1,0,0,0
90,85.36034193563887,1975,1641315600,2622,49.16020343383616,0.0002337072005655,1975,51,1975,8710.760047285832,1725148800,2622,2622,0,0,0,1,0,0,0
91,48.09673926087099,1726,1641319200,2140,70.28777110281193,0.5325805700018359,1726,23,1726,9885.267204374808,1703635200,2140,2140,0,1,0,0,0,0,0
92,29.03410939854033,1435,1641322800,2010,33.838420642486625,0.1103865196909265,1435,35,1435,8804.517944437239,1678492800,2010,2010,1,0,0,0,0,0,0
93,98.14685940247114,1684,1641326400,2111,49.22333118633592,0.190179868627074,1684,43,1684,7560.730128542115,1700006400,2111,2111,0,0,0,0,1,0,0
94,79.77488953148558,1277,1641330000,2680,85.86740383135798,0.4604078745218216,1277,22,1277,5042.199848161743,1664841600,2680,2680,0,0,0,0,1,0,0
95,50.39592040108388,1828,1641333600,2600,72.2881408132906,0.6351498923024964,1828,62,1828,2077.514821107271,1712448000,2600,2600,0,0,1,0,0,0,1
96,98.5026858539832,1466,1641337200,2054,26.196351691755417,0.495002454686524,1466,41,1466,2569.1292344962367,1681171200,2054,2054,0,0,0,1,0,0,0
97,18.16684546592576,1922,1641340800,2432,90.0778270615524,0.3040718787901955,1922,46,1922,5101.105372122595,1720569600,2432,2432,0,0,1,0,0,0,0
98,55.88720399193835,1183,1641344400,2346,21.11119366756257,0.291574943975321,1183,40,1183,7149.964405144897,1656720000,2346,2346,0,0,1,0,0,0,0
99,76.84342858021311,1866,1641348000,2299,15.152685241543288,0.2419476642350824,1866,35,1866,9510.171443616422,1715731200,2299,2299,0,1,0,0,0,0,0
100,13.097222776355888,1514,1641351600,2027,94.0073412618988,0.3374859941376362,1514,20,1514,2045.0579963089228,1685318400,2027,2027,0,0,1,0,0,0,0
101,58.92390637798005,1023,1641355200,2433,88.98436112503889,0.9603976293466876,1023,34,1023,9545.47486907634,1642896000,2433,2433,1,0,0,0,0,0,0
102,61.65899469709107,1012,1641358800,2736,97.48688179907796,0.2645800599183321,1012,45,1012,2706.148887561668,1641945600,2736,2736,0,1,0,0,0,0,0
103,12.458635265316776,1585,1641362400,2744,83.76810174234359,0.3332819881973068,1585,37,1585,7900.2424003291135,1691452800,2744,2744,0,0,0,1,0,0,0
104,16.651042272403856,1914,1641366000,2433,93.56933968320736,0.3398523619032424,1914,18,1914,6131.253862602764,1719878400,2433,2433,0,0,0,0,1,0,0
105,64.1798875377491,1979,1641369600,2453,39.7071103789509,0.2223044794557515,1979,20,1979,8722.686489131847,1725494400,2453,2453,0,0,1,0,0,0,0
106,13.915099886609262,1995,1641373200,2154,54.89026403662322,0.4215635124057515,1995,38,1995,2240.517799293388,1726876800,2154,2154,0,0,0,0,1,0,0
107,58.084975288492096,1359,1641376800,2908,85.92834801769118,0.3664545518768669,1359,53,1359,8430.98651867882,1671926400,2908,2908,0,1,0,0,0,0,0
108,96.8105858612092,1609,1641380400,2967,64.58967531386853,0.8913273664664983,1609,29,1609,7085.442721000245,1693526400,2967,2967,0,1,0,0,0,0,0
109,48.737959254294935,1796,1641384000,2508,66.51437179940578,0.7824277459451286,1796,33,1796,5588.049941710766,1709683200,2508,2508,1,0,0,0,0,0,0
110,44.24378825471623,1685,1641387600,2580,57.44211218746886,0.0063315156706293,1685,18,1685,3046.120484791152,1700092800,2580,2580,0,0,1,0,0,0,0
111,22.586047991269297,1961,1641391200,2570,10.625085325396435,0.6864802438144277,1961,47,1961,3454.6485309782306,1723939200,2570,2570,0,0,0,1,0,0,0
112,40.47944601842122,1740,1641394800,2493,21.310132757865613,0.290569092728993,1740,19,1740,1783.739009166993,1704844800,2493,2493,0,0,1,0,0,0,0
113,74.4439571243902,1836,1641398400,2628,31.089658414406184,0.3787730482978894,1836,47,1836,4018.773274033155,1713139200,2628,2628,0,1,0,0,0,0,0
114,77.57986716270221,1120,1641402000,2240,97.86479106596292,0.8384719464730573,1120,47,1120,7450.419004134611,1651276800,2240,2240,0,0,0,0,1,0,0
115,40.63979180497972,1841,1641405600,2941,20.93135754622178,0.8548717198256173,1841,22,1841,9319.481714172363,1713571200,2941,2941,0,0,0,1,0,0,0
116,62.921911545133966,1930,1641409200,2507,84.66984069219563,0.4309100079096375,1930,61,1930,1111.7721667693309,1721260800,2507,2507,1,0,0,0,0,0,0
117,43.7036374245612,1423,1641412800,2128,75.34393386371227,0.8626867847533091,1423,40,1423,7025.452026763664,1677456000,2128,2128,0,0,0,0,1,0,0
118,56.60485656715164,1575,1641416400,2428,31.029962233485527,0.9230146888184372,1575,21,1575,7192.646432329213,1690588800,2428,2428,0,0,0,1,0,0,0
119,17.72987462635209,1780,1641420000,2572,19.527907375407104,0.8521427323660469,1780,48,1780,8473.630815815763,1708300800,2572,2572,0,0,0,1,0,0,1
120,68.83486745284134,1894,1641423600,2304,82.48672259028618,0.0428071189562689,1894,26,1894,9728.588504180754,1718150400,2304,2304,0,0,0,1,0,0,0
121,32.34210737065556,1240,1641427200,2794,95.08638384399995,0.7459715350697309,1240,43,1240,1883.4867347636705,1661644800,2794,2794,0,0,0,1,0,0,0
122,87.56655197793899,1167,1641430800,2846,48.77567691066048,0.5893665589856495,1167,33,1167,4121.316624748486,1655337600,2846,2846,0,0,0,1,0,0,0
123,70.83894725546456,1330,1641434400,2169,76.92373657516502,0.269505804949578,1330,63,1330,8773.956940488475,1669420800,2169,2169,0,0,1,0,0,1,1
124,26.529790933426444,1171,1641438000,2948,52.738703327766736,0.4136975064344618,1171,22,1171,4631.532991706319,1655683200,2948,2948,0,0,0,0,1,0,0
125,88.20456750327392,1749,1641441600,2148,83.10764958693693,0.7920798620894777,1749,44,1749,3334.187888384263,1705622400,2148,2148,0,0,0,1,0,0,0
126,55.20289159939914,1069,1641445200,2226,60.02616890446173,0.407731665515309,1069,38,1069,8363.065543345401,1646870400,2226,2226,0,0,1,0,0,0,0
127,55.48555001123924,1569,1641448800,2390,89.72536824864176,0.5470065298001408,1569,31,1569,6363.937936403128,1690070400,2390,2390,0,0,1,0,0,0,0
128,39.19964508295418,1537,1641452400,2637,83.8883819694083,0.6487036898380295,1537,37,1537,1947.17341955263,1687305600,2637,2637,1,0,0,0,0,0,0
129,49.87286889896349,1425,1641456000,2461,93.2420611636587,0.8657397106795307,1425,56,1425,6441.933112929328,1677628800,2461,2461,1,0,0,0,0,0,0
130,12.473355037269908,1761,1641459600,2928,53.74615541333524,0.6067478301246536,1761,21,1761,2854.1866227984992,1706659200,2928,2928,0,0,1,0,0,0,0
131,75.99253650342669,1458,1641463200,2901,43.06404676353721,0.5439223502745882,1458,35,1458,8017.715824154072,1680480000,2901,2901,0,0,1,0,0,0,0
132,65.03159710701489,1588,1641466800,2588,27.32178111362836,0.1944314454446276,1588,27,1588,7925.082131230957,1691712000,2588,2588,1,0,0,0,0,0,0
133,92.36972521780169,1418,1641470400,2717,74.31939247105099,0.0507840812114911,1418,19,1418,5724.611458231782,1677024000,2717,2717,0,0,0,1,0,0,0
134,33.800957892074884,1299,1641474000,2511,81.10453304374346,0.6752844762825353,1299,31,1299,4661.555925923707,1666742400,2511,2511,1,0,0,0,0,0,0
135,14.56451519624522,1822,1641477600,2077,51.28972617484501,0.3518120629599117,1822,44,1822,8603.321935277745,1711929600,2077,2077,0,0,0,0,1,0,0
136,70.85855068793218,1152,1641481200,2921,76.33022876630817,0.6862647854532525,1152,55,1152,7273.982375653035,1654041600,2921,2921,0,0,0,0,1,0,0
137,80.77316169978734,1667,1641484800,2639,82.1851437672511,0.166292052708713,1667,35,1667,4096.117607307247,1698537600,2639,2639,0,0,1,0,0,0,0
138,39.8254029895631,1669,1641488400,2548,68.07165652135744,0.107425555785323,1669,44,1669,4490.144010455546,1698710400,2548,2548,0,1,0,0,0,0,0
139,12.184601872547413,1169,1641492000,2338,97.73176014092073,0.0653463606382471,1169,30,1169,4020.714312343048,1655510400,2338,2338,0,1,0,0,0,0,0
140,36.9412542954954,1574,1641495600,2180,44.4059707359975,0.7817590190058886,1574,55,1574,5541.197921465388,1690502400,2180,2180,0,0,0,0,1,0,0
141,61.41387641863861,1019,1641499200,2209,46.56716357207259,0.671085348147031,1019,37,1019,3797.734535980661,1642550400,2209,2209,0,0,0,1,0,0,0
142,74.95521382139967,1017,1641502800,2919,50.497451261542906,0.5218400263257464,1017,21,1017,5179.000965050205,1642377600,2919,2919,0,0,1,0,0,0,0
143,86.47644806653052,1150,1641506400,2573,73.01484256366689,0.0083915576541542,1150,52,1150,7476.989180248455,1653868800,2573,2573,0,1,0,0,0,0,0
144,44.586046124582026,1087,1641510000,2954,70.58921223632976,0.2643047451700305,1087,28,1087,2934.8098384758123,1648425600,2954,2954,0,1,0,0,0,0,0
145,45.94470335816509,1129,1641513600,2936,18.760393793572423,0.7695243691162444,1129,39,1129,4396.07692646077,1652054400,2936,2936,0,1,0,0,0,0,0
146,86.17240478756997,1234,1641517200,2011,33.87159912261558,0.0963849867089952,1234,18,1234,6737.496077516889,1661126400,2011,2011,1,0,0,0,0,0,0
147,19.688496513147165,1112,1641520800,2504,93.62801307167632,0.5907825622817242,1112,57,1112,9784.73655418159,1650585600,2504,2504,0,0,0,0,1,0,0
148,79.52197137501955,1066,1641524400,2369,78.51656294055846,0.5996910725465628,1066,64,1066,8979.728844071804,1646611200,2369,2369,0,1,0,0,0,0,0
149,10.863844969173988,1598,1641528000,2751,13.740115016215762,0.0769873880028959,1598,29,1598,6550.062414282284,1692576000,2751,2751,0,0,0,0,1,0,1
150,15.24013555293646,1117,1641531600,2684,35.76256757704117,0.9827270365132578,1117,52,1117,7288.036637655037,1651017600,2684,2684,0,0,1,0,0,0,0
151,46.265651867845264,1311,1641535200,2920,91.20674786727866,0.6983944973107784,1311,25,1311,9253.478916937507,1667779200,2920,2920,0,0,0,1,0,0,0
152,10.64214063364256,1998,1641538800,2953,67.72998285604584,0.7864850345761688,1998,25,1998,9148.652758711904,1727136000,2953,2953,0,0,0,0,1,0,0
153,40.52631372440093,1123,1641542400,2514,23.84789057823815,0.8608939744740778,1123,34,1123,7347.086686903932,1651536000,2514,2514,0,1,0,0,0,0,0
154,55.74925986254664,1098,1641546000,2480,23.19675309370517,0.0363253594047917,1098,61,1098,6405.360523608859,1649376000,2480,2480,0,1,0,0,0,0,0
155,80.68702881549353,1836,1641549600,2598,55.12309145953811,0.152484889271127,1836,47,1836,4018.773274033155,1713139200,2598,2598,0,0,0,1,0,0,0
156,58.78105340124304,1126,1641553200,2245,92.42444949008308,0.195162305471047,1126,27,1126,7080.103438619933,1651795200,2245,2245,0,0,0,1,0,0,0
157,93.21260497318085,1105,1641556800,2068,60.54514510210061,0.7535838037722454,1105,37,1105,7588.2826264097375,1649980800,2068,2068,0,1,0,0,0,0,0
158,48.93431687421971,1634,1641560400,2454,58.13885000694888,0.0013112357995281,1634,44,1634,5302.392311164256,1695686400,2454,2454,1,0,0,0,0,0,0
159,75.84896970201633,1768,1641564000,2225,49.28997754079705,0.0686108170259279,1768,35,1768,1824.800520598792,1707264000,2225,2225,0,0,1,0,0,0,0
160,99.24329385724016,1271,1641567600,2783,20.433902723174075,0.799903050684708,1271,23,1271,9084.791658545855,1664323200,2783,2783,1,0,0,0,0,0,1
161,97.62385249068704,1935,1641571200,2752,34.28799621000191,0.8128326048241296,1935,35,1935,4805.27779551589,1721692800,2752,2752,0,0,0,0,1,0,0
162,68.36222224178091,1666,1641574800,2583,93.90980107812352,0.1303453119881498,1666,36,1666,9674.062164262285,1698451200,2583,2583,0,0,0,1,0,0,1
163,52.7405583765616,1495,1641578400,2370,62.2966821251412,0.8961648984302398,1495,20,1495,1236.384945903017,1683676800,2370,2370,0,1,0,0,0,0,0
164,88.75728850172628,1982,1641582000,2025,21.200385624323307,0.3292528457660703,1982,46,1982,4575.52247121944,1725753600,2025,2025,0,0,1,0,0,0,0
165,70.65807372432405,1127,1641585600,2998,39.62416222970549,0.063965262052487,1127,39,1127,4843.2904163743615,1651881600,2998,2998,1,0,0,0,0,0,0
166,16.560396381973245,1437,1641589200,2081,94.98701866123818,0.1729678782624287,1437,19,1437,3712.1659095755263,1678665600,2081,2081,0,0,0,0,1,0,0
167,36.87248196812679,1145,1641592800,2229,70.949036627234,0.9579481005143656,1145,56,1145,9855.674627837716,1653436800,2229,2229,0,0,0,0,1,0,0
168,37.97774880715161,1477,1641596400,2711,65.07165073329853,0.8398890363857324,1477,31,1477,4219.355106273666,1682121600,2711,2711,0,1,0,0,0,0,0
169,37.40762141397819,1727,1641600000,2853,87.84367671643805,0.6381432315674004,1727,25,1727,7941.847202444381,1703721600,2853,2853,0,0,1,0,0,0,0
170,27.459895442013668,1365,1641603600,2514,96.1462465106588,0.4297705660959885,1365,49,1365,2249.6838410311507,1672444800,2514,2514,0,0,1,0,0,1,0
171,16.468824479692067,1239,1641607200,2201,91.1933076822215,0.4491231704158719,1239,40,1239,8704.182255178053,1661558400,2201,2201,0,0,0,1,0,0,0
172,95.81318706963296,1422,1641610800,2818,98.62431306543851,0.4188655842737862,1422,32,1422,6987.997844391333,1677369600,2818,2818,0,0,0,0,1,0,0
173,63.47667766306569,1089,1641614400,2200,69.26898129140069,0.9566960542981932,1089,50,1089,6121.739350549565,1648598400,2200,2200,0,1,0,0,0,0,0
174,97.0655205171012,1407,1641618000,2898,38.39751063654201,0.7962993717062002,1407,32,1407,8827.782392877409,1676073600,2898,2898,0,0,0,1,0,0,1
